,leaid,math_score,rla_score
333,634410,50.0,61.0
334,634425,51.0,67.0
335,634440,12.0,40.0
336,634590,35.0,52.0
337,634620,28.0,50.0
338,634680,18.0,44.0
339,634710,24.0,51.0
340,634800,52.0,69.0
341,634880,35.0,62.0
342,634980,52.0,71.0
343,635110,37.0,54.0
344,635130,70.0,87.0
345,635250,37.0,67.0
346,635310,18.0,35.0
347,635430,35.0,56.0
348,635600,34.0,58.0
349,635670,19.0,44.0
350,635700,50.0,78.0
351,636270,19.0,57.0
352,636390,47.0,62.0
353,636600,36.0,56.0
354,636800,27.0,65.0
355,636840,35.0,64.0
356,636970,28.0,56.0
357,636972,14.0,40.0
358,637050,9.0,35.0
359,637200,33.0,49.0
360,637500,67.0,79.0
361,637530,31.0,54.0
362,638010,15.0,33.0
363,638640,29.0,59.0
364,638790,56.0,72.0
365,638980,59.0,70.0
366,639420,52.0,72.0
367,639630,35.0,65.0
368,639930,27.0,54.0
369,640150,46.0,70.0
370,640300,21.0,51.0
371,640590,34.0,59.0
372,640740,12.0,32.0
373,640980,29.0,52.0
374,641160,20.0,56.0
375,641190,34.0,62.0
376,641280,70.0,77.0
377,641430,26.0,53.0
378,641580,21.0,44.0
379,642000,32.0,57.0
380,642140,32.0,65.0
381,642480,29.0,57.0
382,642510,48.0,78.0
383,643080,21.0,53.0
384,643470,25.0,59.0
385,643560,28.0,58.0
386,684500,68.0,73.0
387,691012,4.0,20.0
388,691024,5.0,16.0
389,691078,19.0,33.0
390,691135,21.0,46.0
391,800020,42.0,52.0
392,801920,55.0,61.0
393,801950,11.0,13.0
394,802340,20.0,20.0
395,802490,61.0,67.0
396,802580,29.0,26.0
397,802910,54.0,56.0
398,802940,70.0,73.0
399,803060,29.0,36.0
400,803330,31.0,40.0
401,803360,33.0,34.0
402,803450,55.0,58.0
403,803540,35.0,38.0
404,803870,20.0,29.0
405,803990,55.0,59.0
406,804080,30.0,36.0
407,804260,40.0,36.0
408,804350,28.0,35.0
409,804410,22.0,26.0
410,804530,26.0,30.0
411,804800,48.0,52.0
412,805310,60.0,64.0
413,805370,42.0,50.0
414,805400,38.0,46.0
415,805550,20.0,25.0
416,805790,28.0,31.0
417,805820,61.0,64.0
418,806120,20.0,27.0
419,806150,31.0,41.0
420,806480,29.0,30.0
421,806900,38.0,39.0
422,807230,8.0,12.0
423,807350,46.0,47.0
424,900002,13.0,36.0
425,900450,13.0,33.0
426,900510,33.0,55.0
427,900700,27.0,50.0
428,900750,58.0,81.0
429,901020,22.0,52.0
430,901260,17.0,46.0
431,901470,28.0,66.0
432,901530,59.0,81.0
433,901620,68.0,81.0
434,901710,68.0,86.0
435,901860,28.0,57.0
436,901920,17.0,36.0
437,902310,29.0,51.0
438,902400,13.0,42.0
439,902520,46.0,70.0
440,902670,12.0,31.0
441,902700,78.0,89.0
442,902790,17.0,38.0
443,902880,47.0,75.0
444,902910,61.0,82.0
445,903090,30.0,54.0
446,903660,65.0,84.0
447,903810,77.0,88.0
448,904050,49.0,72.0
449,904110,77.0,89.0
450,904170,52.0,73.0
451,904230,48.0,73.0
452,904320,36.0,56.0
453,904440,28.0,51.0
454,904620,66.0,80.0
455,904740,39.0,65.0
456,904830,10.0,29.0
457,904920,59.0,77.0
458,904950,18.0,44.0
459,905040,79.0,91.0
460,905130,74.0,89.0
461,905371,35.0,55.0
462,1000080,38.0,63.0
463,1000170,36.0,60.0
464,1000180,37.0,56.0
465,1000190,15.0,36.0
466,1000200,18.0,34.0
467,1000230,13.0,30.0
468,1000680,22.0,42.0
469,1001240,34.0,55.0
470,1001280,15.0,39.0
471,1001300,27.0,50.0
472,1001620,34.0,50.0
473,1100030,15.0,31.0
474,1200002,61.0,75.0
475,1200030,51.0,59.0
476,1200060,73.0,53.0
477,1200090,57.0,53.0
478,1200150,51.0,60.0
479,1200180,46.0,54.0
480,1200240,60.0,53.0
481,1200270,53.0,51.0
482,1200300,55.0,57.0
483,1200330,59.0,57.0
484,1200360,40.0,46.0
485,1200390,45.0,53.0
486,1200420,34.0,27.0
487,1200480,51.0,49.0
488,1200510,44.0,48.0
489,1200540,56.0,56.0
490,1200600,20.0,29.0
491,1200750,45.0,40.0
492,1200780,29.0,40.0
493,1200810,47.0,50.0
494,1200840,45.0,43.0
495,1200870,48.0,52.0
496,1200900,36.0,50.0
497,1200930,47.0,51.0
498,1200960,54.0,52.0
499,1201050,49.0,48.0
500,1201080,48.0,51.0
501,1201110,55.0,58.0
502,1201140,41.0,41.0
503,1201230,52.0,52.0
504,1201260,46.0,46.0
505,1201290,56.0,60.0
506,1201320,68.0,56.0
507,1201350,63.0,65.0
508,1201380,67.0,63.0
509,1201410,39.0,47.0
510,1201440,47.0,50.0
511,1201470,35.0,48.0
512,1201500,51.0,55.0
513,1201530,56.0,55.0
514,1201560,45.0,53.0
515,1201590,41.0,43.0
516,1201620,35.0,39.0
517,1201650,59.0,63.0
518,1201680,67.0,65.0
519,1201710,52.0,60.0
520,1201740,72.0,75.0
521,1201770,43.0,53.0
522,1201800,48.0,61.0
523,1201830,39.0,44.0
524,1201920,47.0,49.0
525,1201950,56.0,56.0
526,1201980,71.0,57.0
527,1202010,39.0,49.0
528,1300001,33.0,34.0
529,1300120,20.0,34.0
530,1300227,30.0,56.0
531,1300232,16.0,42.0
532,1300290,32.0,38.0
533,1300330,32.0,44.0
534,1300420,18.0,31.0
535,1300570,37.0,52.0
536,1300600,83.0,70.0
537,1300630,42.0,45.0
538,1300780,59.0,54.0
539,1300840,37.0,50.0
540,1300870,50.0,45.0
541,1300930,49.0,47.0
542,1301020,22.0,36.0
543,1301110,50.0,64.0
544,1301170,24.0,31.0
545,1301230,18.0,29.0
546,1301290,52.0,59.0
547,1301350,30.0,38.0
548,1301380,33.0,38.0
549,1301410,58.0,59.0
550,1301500,48.0,52.0
551,1301620,26.0,35.0
552,1301680,64.0,73.0
553,1301710,35.0,24.0
554,1301740,30.0,35.0
555,1301830,17.0,27.0
556,1301860,31.0,42.0
557,1301890,45.0,41.0
558,1301980,43.0,53.0
559,1302130,64.0,72.0
560,1302190,37.0,47.0
561,1302220,69.0,76.0
562,1302280,47.0,56.0
563,1302310,32.0,30.0
564,1302400,40.0,55.0
565,1302430,49.0,37.0
566,1302520,16.0,25.0
567,1302550,46.0,56.0
568,1302580,49.0,50.0
569,1302610,42.0,45.0
570,1302700,50.0,55.0
571,1302820,24.0,43.0
572,1302880,45.0,44.0
573,1302940,56.0,53.0
574,1303150,29.0,45.0
575,1303270,46.0,53.0
576,1303300,25.0,42.0
577,1303390,54.0,51.0
578,1303480,42.0,56.0
579,1303510,31.0,47.0
580,1303840,30.0,38.0
581,1303870,28.0,40.0
582,1303930,21.0,43.0
583,1303960,70.0,75.0
584,1304020,31.0,45.0
585,1304110,36.0,47.0
586,1304170,29.0,44.0
587,1304200,29.0,41.0
588,1304380,14.0,25.0
589,1304410,24.0,34.0
590,1304440,39.0,46.0
591,1304890,26.0,35.0
592,1304980,38.0,40.0
593,1305280,24.0,49.0
594,1305310,29.0,32.0
595,1305370,30.0,39.0
596,1305390,44.0,47.0
597,1305430,47.0,46.0
598,1305550,28.0,34.0
599,1305700,36.0,42.0
600,1500030,32.0,60.0
601,1600360,45.0,62.0
602,1600510,17.0,40.0
603,1600600,28.0,58.0
604,1600660,21.0,48.0
605,1600780,28.0,64.0
606,1600930,25.0,53.0
607,1601530,37.0,56.0
608,1601570,32.0,55.0
609,1601770,26.0,53.0
610,1601800,37.0,66.0
611,1601860,29.0,58.0
612,1602100,46.0,68.0
613,1602130,34.0,60.0
614,1602340,24.0,56.0
615,1602640,39.0,66.0
616,1602670,34.0,70.0
617,1603240,32.0,61.0
618,1703600,25.0,31.0
619,1703870,45.0,51.0
620,1704020,29.0,24.0
621,1704170,53.0,54.0
622,1704680,13.0,13.0
623,1704710,21.0,26.0
624,1704920,42.0,46.0
625,1705050,64.0,67.0
626,1705220,59.0,55.0
627,1705640,27.0,32.0
628,1705790,26.0,32.0
629,1706420,11.0,18.0
630,1706480,30.0,35.0
631,1706540,20.0,24.0
632,1706960,24.0,33.0
633,1707050,20.0,22.0
634,1708400,45.0,45.0
635,1708550,33.0,37.0
636,1709420,39.0,40.0
637,1709930,25.0,25.0
638,1710650,24.0,27.0
639,1711250,13.0,26.0
640,1711370,53.0,53.0
641,1711790,10.0,17.0
642,1712000,22.0,32.0
643,1712570,56.0,51.0
644,1712700,70.0,66.0
645,1713320,2.0,4.0
646,1713530,43.0,51.0
647,1713710,28.0,29.0
648,1713940,32.0,33.0
649,1713970,64.0,64.0
650,1714490,51.0,56.0
651,1715030,29.0,32.0
652,1716380,61.0,61.0
653,1716830,43.0,46.0
654,1717280,12.0,21.0
655,1717340,35.0,36.0
656,1717550,47.0,54.0
657,1718240,18.0,30.0
658,1719080,67.0,73.0
659,1719320,63.0,67.0
660,1719560,29.0,39.0
661,1719620,54.0,61.0
662,1719830,52.0,52.0
663,1720610,20.0,24.0
664,1721780,70.0,75.0
665,1721840,48.0,48.0
666,1721900,59.0,60.0
667,1722110,23.0,38.0
668,1722500,55.0,59.0
669,1722740,26.0,26.0
670,1722830,73.0,74.0
671,1723070,59.0,57.0
672,1723350,45.0,49.0
673,1723880,58.0,59.0
674,1724090,49.0,47.0
675,1724480,39.0,46.0
676,1725320,30.0,35.0
677,1726340,30.0,43.0
678,1726400,27.0,30.0
679,1726880,8.0,15.0
680,1727570,34.0,39.0
681,1727710,69.0,67.0
682,1728200,76.0,80.0
683,1728530,44.0,47.0
684,1728620,42.0,44.0
685,1729010,69.0,70.0
686,1729220,24.0,24.0
687,1729280,54.0,62.0
688,1729790,49.0,50.0
689,1730270,41.0,44.0
690,1730330,28.0,34.0
691,1730450,54.0,49.0
692,1731110,30.0,30.0
693,1731230,15.0,21.0
694,1731740,37.0,39.0
695,1732580,80.0,78.0
696,1732910,20.0,23.0
697,1733000,23.0,30.0
698,1733270,25.0,26.0
699,1733420,9.0,14.0
700,1734020,48.0,51.0
701,1734410,15.0,17.0
702,1734510,17.0,22.0
703,1734990,17.0,20.0
704,1737080,24.0,28.0
705,1737170,62.0,59.0
706,1738460,43.0,47.0
707,1738940,13.0,15.0
708,1738970,6.0,8.0
709,1739870,17.0,20.0
710,1740070,29.0,30.0
711,1740440,27.0,27.0
712,1740800,37.0,48.0
713,1741190,36.0,41.0
714,1741250,10.0,12.0
715,1741690,66.0,64.0
716,1742180,51.0,56.0
717,1743330,35.0,40.0
718,1743890,18.0,23.0
719,1743960,34.0,41.0
720,1800030,54.0,80.0
721,1800098,16.0,53.0
722,1800150,20.0,30.0
723,1800270,48.0,77.0
724,1800360,42.0,63.0
725,1800630,48.0,76.0
726,1800840,36.0,50.0
727,1801020,65.0,78.0
728,1801200,73.0,86.0
729,1801440,64.0,73.0
730,1801890,32.0,63.0
731,1802400,18.0,56.0
732,1802490,45.0,75.0
733,1802640,23.0,48.0
734,1802800,50.0,68.0
735,1802830,63.0,83.0
736,1802850,31.0,60.0
737,1803270,23.0,47.0
738,1803450,30.0,53.0
739,1803630,24.0,49.0
740,1803690,36.0,59.0
741,1803750,51.0,68.0
742,1803930,36.0,54.0
743,1803940,29.0,57.0
744,1804050,28.0,58.0
745,1804320,12.0,37.0
746,1804590,38.0,76.0
747,1804710,33.0,65.0
748,1804770,7.0,24.0
749,1805190,29.0,63.0
750,1805370,15.0,35.0
751,1805400,25.0,47.0
752,1805450,37.0,66.0
753,1805580,40.0,58.0
754,1805670,25.0,46.0
755,1806510,40.0,55.0
756,1806570,17.0,40.0
757,1806600,42.0,58.0
758,1806840,27.0,46.0
759,1807140,28.0,60.0
760,1807260,49.0,64.0
761,1807320,21.0,38.0
762,1807350,60.0,87.0
763,1807410,42.0,65.0
764,1807650,47.0,79.0
765,1807860,35.0,54.0
766,1808250,56.0,82.0
767,1808760,58.0,76.0
768,1808820,31.0,49.0
769,1808910,31.0,51.0
770,1808970,52.0,78.0
771,1809150,32.0,54.0
772,1809370,24.0,62.0
773,1809690,19.0,50.0
774,1810080,23.0,53.0
775,1810290,22.0,41.0
776,1810440,35.0,63.0
777,1810650,60.0,77.0
778,1811190,51.0,71.0
779,1811340,39.0,59.0
780,1811970,55.0,78.0
781,1812090,33.0,61.0
782,1812360,20.0,40.0
783,1812390,48.0,70.0
784,1812420,37.0,59.0
785,1812720,30.0,56.0
786,1812810,16.0,36.0
787,1813080,54.0,77.0
788,1903540,91.0,89.0
789,1903690,92.0,89.0
790,1904860,91.0,86.0
791,1906510,87.0,88.0
792,1906540,75.0,70.0
793,1907860,78.0,77.0
794,1908220,65.0,61.0
795,1908580,67.0,67.0
796,1908970,55.0,53.0
797,1909480,81.0,75.0
798,1914700,81.0,76.0
799,1915450,90.0,87.0
800,1917220,84.0,78.0
801,1918720,71.0,66.0
802,1920130,77.0,74.0
803,1923110,95.0,91.0
804,1926400,71.0,72.0
805,1926820,81.0,78.0
806,1928680,81.0,82.0
807,1930480,73.0,71.0
808,1930510,87.0,87.0
809,1930930,80.0,80.0
810,2003200,32.0,39.0
811,2003360,36.0,39.0
812,2005460,23.0,30.0
813,2005490,41.0,48.0
814,2005580,11.0,12.0
815,2005940,15.0,17.0
816,2006390,10.0,17.0
817,2006420,25.0,35.0
818,2006540,27.0,39.0
819,2007050,16.0,28.0
820,2007620,19.0,20.0
821,2007890,18.0,28.0
822,2007950,9.0,11.0
823,2008400,31.0,43.0
824,2008430,20.0,27.0
825,2008730,10.0,12.0
826,2009140,45.0,38.0
827,2009180,37.0,40.0
828,2010140,38.0,41.0
829,2011370,17.0,29.0
830,2011640,34.0,41.0
831,2012000,47.0,46.0
