,leaid,rla_score,math_score,year
1069,0804470,57,52,2018
1070,0804530,30,26,2018
1071,0804560,30,30,2018
1072,0804590,69,30,2018
1073,0804650,30,30,2018
1074,0804680,49,49,2018
1075,0804710,34,15,2018
1076,0804800,52,48,2018
1077,0804830,42,37,2018
1078,0804860,34,34,2018
1079,0804920,22,17,2018
1080,0804950,37,37,2018
1081,0805070,30,30,2018
1082,0805100,37,37,2018
1083,0805130,27,22,2018
1084,0805190,15,24,2018
1085,0805220,12,12,2018
1086,0805250,12,7,2018
1087,0805280,44,24,2018
1088,0805310,64,60,2018
1089,0805370,50,42,2018
1090,0805400,46,38,2018
1091,0805460,30,30,2018
1092,0805490,67,42,2018
1093,0805550,25,20,2018
1094,0805580,30,30,2018
1095,0805610,24,44,2018
1096,0805730,27,22,2018
1097,0805760,22,17,2018
1098,0805790,31,28,2018
1099,0805820,64,61,2018
1100,0805880,49,49,2018
1101,0805910,49,49,2018
1102,0805940,30,30,2018
1103,0805970,69,69,2018
1104,0806030,49,30,2018
1105,0806060,32,27,2018
1106,0806120,27,20,2018
1107,0806150,41,31,2018
1108,0806180,34,24,2018
1109,0806210,69,49,2018
1110,0806240,27,27,2018
1111,0806270,34,24,2018
1112,0806330,57,47,2018
1113,0806390,49,49,2018
1114,0806480,30,29,2018
1115,0806540,12,7,2018
1116,0806600,49,49,2018
1117,0806630,30,30,2018
1118,0806660,57,52,2018
1119,0806690,32,32,2018
1120,0806750,37,27,2018
1121,0806810,47,47,2018
1122,0806840,49,49,2018
1123,0806870,67,67,2018
1124,0806900,39,38,2018
1125,0806960,27,17,2018
1126,0807080,24,15,2018
1127,0807140,30,30,2018
1128,0807200,44,34,2018
1129,0807230,12,8,2018
1130,0807290,44,24,2018
1131,0807350,47,46,2018
1132,0807380,42,37,2018
1133,0900002,36,13,2018
1134,0900005,77,57,2018
1135,0900014,54,24,2018
1136,0900015,34,15,2018
1137,0900024,64,34,2018
1138,0900060,52,22,2018
1139,0900070,15,24,2018
1140,0900120,92,77,2018
1141,0900208,64,34,2018
1142,0900210,77,57,2018
1143,0900212,54,15,2018
1144,0900214,69,30,2018
1145,0900221,30,30,2018
1146,0900270,72,42,2018
1147,0900330,52,22,2018
1148,0900360,62,52,2018
1149,0900420,62,42,2018
1150,0900450,33,13,2018
1151,0900510,55,33,2018
1152,0900540,82,57,2018
1153,0900690,92,62,2018
1154,0900700,50,27,2018
1155,0900750,81,58,2018
1156,0900810,72,47,2018
1157,0900840,72,42,2018
1158,0900960,72,52,2018
1159,0900990,67,37,2018
1160,0901020,52,22,2018
1161,0901050,92,81,2018
1162,0901110,42,17,2018
1163,0901170,87,52,2018
1164,0901200,77,42,2018
1165,0901230,77,42,2018
1166,0901260,46,17,2018
1167,0901290,47,22,2018
1168,0901320,72,52,2018
1169,0901350,47,22,2018
1170,0901360,37,17,2018
1171,0901440,77,52,2018
1172,0901470,66,28,2018
1173,0901530,81,59,2018
1174,0901560,87,72,2018
1175,0901620,81,68,2018
1176,0901680,82,57,2018
1177,0901710,86,68,2018
1178,0901740,52,32,2018
1179,0901770,62,42,2018
1180,0901800,87,62,2018
1181,0901860,57,28,2018
1182,0901920,36,17,2018
1183,0902070,62,27,2018
1184,0902130,67,42,2018
1185,0902160,72,52,2018
1186,0902220,67,37,2018
1187,0902280,92,67,2018
1188,0902310,51,29,2018
1189,0902400,42,13,2018
1190,0902490,52,27,2018
1191,0902520,70,46,2018
1192,0902550,82,57,2018
1193,0902580,62,37,2018
1194,0902640,52,22,2018
1195,0902670,31,12,2018
1196,0902700,89,78,2018
1197,0902730,87,57,2018
1198,0902790,38,17,2018
1199,0902820,42,22,2018
1200,0902850,77,47,2018
1201,0902880,75,47,2018
1202,0902910,82,61,2018
1203,0902970,67,37,2018
1204,0903030,72,47,2018
1205,0903060,54,44,2018
1206,0903090,54,30,2018
1207,0903180,87,67,2018
1208,0903240,72,52,2018
1209,0903270,52,22,2018
1210,0903300,62,42,2018
1211,0903330,62,37,2018
1212,0903390,82,57,2018
1213,0903450,57,32,2018
1214,0903480,52,17,2018
1215,0903515,77,32,2018
1216,0903520,87,67,2018
1217,0903530,72,47,2018
1218,0903535,82,47,2018
1219,0903536,72,47,2018
1220,0903537,82,62,2018
1221,0903538,77,47,2018
1222,0903539,82,57,2018
1223,0903540,87,67,2018
1224,0903570,54,34,2018
1225,0903600,62,32,2018
1226,0903630,82,47,2018
1227,0903660,84,65,2018
1228,0903720,82,67,2018
1229,0903750,82,72,2018
1230,0903780,87,72,2018
1231,0903810,88,77,2018
1232,0903840,67,52,2018
1233,0903990,67,42,2018
1234,0904050,72,49,2018
1235,0904110,89,77,2018
1236,0904140,77,52,2018
1237,0904170,73,52,2018
1238,0904230,73,48,2018
1239,0904290,57,42,2018
1240,0904320,56,36,2018
1241,0904380,77,47,2018
1242,0904440,51,28,2018
1243,0904470,87,52,2018
1244,0904500,72,47,2018
1245,0904530,57,27,2018
1246,0904560,82,67,2018
1247,0904590,52,22,2018
1248,0904620,80,66,2018
1249,0904680,67,37,2018
1250,0904740,65,39,2018
1251,0904830,29,10,2018
1252,0904860,72,52,2018
1253,0904890,62,32,2018
1254,0904920,77,59,2018
1255,0904950,44,18,2018
1256,0904980,84,54,2018
1257,0905010,92,77,2018
1258,0905040,91,79,2018
1259,0905070,72,37,2018
1260,0905130,89,74,2018
1261,0905190,27,12,2018
1262,0905220,62,32,2018
1263,0905250,57,37,2018
1264,0905280,67,42,2018
1265,0905371,55,35,2018
1266,0905372,52,42,2018
1267,0905373,77,52,2018
1268,1000011,92,62,2018
1269,1000015,92,67,2018
1270,1000016,72,47,2018
1271,1000019,87,47,2018
1272,1000055,42,22,2018
1273,1000056,37,12,2018
1274,1000057,42,12,2018
1275,1000059,54,24,2018
1276,1000080,63,38,2018
1277,1000170,60,36,2018
1278,1000180,56,37,2018
1279,1000190,36,15,2018
1280,1000200,34,18,2018
1281,1000230,30,13,2018
1282,1000270,52,37,2018
1283,1000680,42,22,2018
1284,1000750,62,32,2018
1285,1000790,42,22,2018
1286,1000810,32,12,2018
1287,1001080,42,17,2018
1288,1001240,55,34,2018
1289,1001280,39,15,2018
1290,1001300,50,27,2018
1291,1001530,27,12,2018
1292,1001620,50,34,2018
1293,1001680,72,47,2018
1294,1001850,32,12,2018
1295,1100008,17,7,2018
1296,1100013,12,12,2018
1297,1100019,77,47,2018
1298,1100030,31,15,2018
1299,1100031,22,17,2018
1300,1100034,42,17,2018
1301,1100035,47,7,2018
1302,1100039,17,7,2018
1303,1100043,7,7,2018
1304,1100082,15,12,2018
1305,1100083,84,54,2018
1306,1100097,42,22,2018
1307,1100103,37,34,2018
1308,1200002,75,61,2018
1309,1200030,59,51,2018
1310,1200060,53,73,2018
1311,1200090,53,57,2018
1312,1200120,43,32,2018
1313,1200150,60,51,2018
1314,1200180,54,46,2018
1315,1200210,60,57,2018
1316,1200240,53,60,2018
1317,1200270,51,53,2018
1318,1200300,57,55,2018
1319,1200330,57,59,2018
1320,1200360,46,40,2018
1321,1200390,53,45,2018
1322,1200420,27,34,2018
1323,1200450,47,42,2018
1324,1200480,49,51,2018
1325,1200510,48,44,2018
1326,1200540,56,56,2018
1327,1200570,42,42,2018
1328,1200600,29,20,2018
1329,1200630,65,62,2018
1330,1200660,37,27,2018
1331,1200690,52,62,2018
1332,1200720,27,37,2018
1333,1200750,40,45,2018
1334,1200780,40,29,2018
1335,1200810,50,47,2018
1336,1200840,43,45,2018
1337,1200870,52,48,2018
1338,1200900,50,36,2018
1339,1200930,51,47,2018
1340,1200960,52,54,2018
1341,1200990,42,27,2018
1342,1201020,57,62,2018
1343,1201050,48,49,2018
1344,1201080,51,48,2018
1345,1201110,58,55,2018
1346,1201140,41,41,2018
1347,1201170,67,57,2018
1348,1201200,40,32,2018
1349,1201230,52,52,2018
1350,1201260,46,46,2018
1351,1201290,60,56,2018
1352,1201320,56,68,2018
1353,1201350,65,63,2018
1354,1201380,63,67,2018
1355,1201410,47,39,2018
1356,1201440,50,47,2018
1357,1201470,48,35,2018
1358,1201500,55,51,2018
1359,1201530,55,56,2018
1360,1201560,53,45,2018
1361,1201590,43,41,2018
1362,1201620,39,35,2018
1363,1201650,63,59,2018
1364,1201680,65,67,2018
1365,1201710,60,52,2018
1366,1201740,75,72,2018
1367,1201770,53,43,2018
1368,1201800,61,48,2018
1369,1201830,44,39,2018
1370,1201860,32,32,2018
1371,1201890,57,67,2018
1372,1201920,49,47,2018
1373,1201950,56,56,2018
1374,1201980,57,71,2018
1375,1202010,49,39,2018
1376,1202013,67,72,2018
1377,1202014,47,22,2018
1378,1202015,72,77,2018
1379,1202016,32,32,2018
1380,1300001,34,33,2018
1381,1300005,49,24,2018
1382,1300060,42,58,2018
1383,1300090,42,27,2018
1384,1300120,34,20,2018
1385,1300150,42,37,2018
1386,1300210,17,12,2018
1387,1300214,37,32,2018
1388,1300217,30,30,2018
1389,1300218,30,27,2018
1390,1300227,56,30,2018
1391,1300232,42,16,2018
1392,1300235,32,22,2018
1393,1300240,47,26,2018
1394,1300290,38,32,2018
1395,1300330,44,32,2018
1396,1300360,22,19,2018
1397,1300390,37,43,2018
1398,1300420,31,18,2018
1399,1300440,52,57,2018
1400,1300480,47,40,2018
1401,1300510,57,67,2018
1402,1300540,22,27,2018
1403,1300570,52,37,2018
1404,1300600,70,83,2018
1405,1300630,45,42,2018
1406,1300660,22,22,2018
1407,1300690,27,16,2018
1408,1300720,52,35,2018
1409,1300750,15,22,2018
1410,1300780,54,59,2018
1411,1300810,42,31,2018
1412,1300840,50,37,2018
1413,1300870,45,50,2018
1414,1300900,52,57,2018
1415,1300930,47,49,2018
1416,1300990,27,22,2018
1417,1301020,36,22,2018
1418,1301050,37,32,2018
1419,1301080,22,20,2018
1420,1301110,64,50,2018
1421,1301140,62,57,2018
1422,1301170,31,24,2018
1423,1301230,29,18,2018
1424,1301260,32,22,2018
1425,1301290,59,52,2018
1426,1301350,38,30,2018
1427,1301380,38,33,2018
1428,1301410,59,58,2018
1429,1301440,62,37,2018
1430,1301470,32,29,2018
1431,1301500,52,48,2018
1432,1301530,37,27,2018
1433,1301560,22,29,2018
1434,1301590,42,23,2018
1435,1301620,35,26,2018
1436,1301650,52,52,2018
1437,1301680,73,64,2018
1438,1301710,24,35,2018
1439,1301740,35,30,2018
1440,1301770,27,48,2018
1441,1301800,7,7,2018
1442,1301830,27,17,2018
1443,1301860,42,31,2018
1444,1301870,17,12,2018
1445,1301890,41,45,2018
1446,1301920,27,22,2018
1447,1301950,27,22,2018
1448,1301980,53,43,2018
1449,1302010,32,22,2018
1450,1302040,27,28,2018
1451,1302070,42,32,2018
1452,1302100,62,62,2018
1453,1302130,72,64,2018
1454,1302190,47,37,2018
1455,1302220,76,69,2018
1456,1302250,42,42,2018
1457,1302280,56,47,2018
1458,1302310,30,32,2018
1459,1302340,37,30,2018
1460,1302370,64,47,2018
1461,1302400,55,40,2018
1462,1302430,37,49,2018
1463,1302460,22,18,2018
1464,1302490,37,23,2018
1465,1302520,25,16,2018
1466,1302550,56,46,2018
1467,1302580,50,49,2018
1468,1302610,45,42,2018
1469,1302670,37,31,2018
1470,1302700,55,50,2018
1471,1302730,42,32,2018
1472,1302790,47,57,2018
1473,1302820,43,24,2018
1474,1302880,44,45,2018
1475,1302910,47,27,2018
1476,1302940,53,56,2018
1477,1302970,37,22,2018
1478,1303000,37,38,2018
1479,1303030,72,68,2018
1480,1303060,22,15,2018
1481,1303090,22,17,2018
1482,1303120,27,32,2018
1483,1303150,45,29,2018
1484,1303210,32,15,2018
1485,1303240,17,37,2018
1486,1303270,53,46,2018
1487,1303300,42,25,2018
1488,1303330,42,37,2018
1489,1303360,37,32,2018
1490,1303390,51,54,2018
1491,1303420,47,39,2018
1492,1303480,56,42,2018
1493,1303510,47,31,2018
1494,1303540,42,22,2018
1495,1303570,32,32,2018
1496,1303600,22,17,2018
1497,1303630,22,27,2018
1498,1303660,32,27,2018
1499,1303690,15,22,2018
1500,1303720,52,49,2018
1501,1303750,17,22,2018
1502,1303780,57,35,2018
1503,1303840,38,30,2018
1504,1303870,40,28,2018
1505,1303930,43,21,2018
1506,1303960,75,70,2018
1507,1303990,47,44,2018
1508,1304020,45,31,2018
1509,1304050,32,29,2018
1510,1304080,32,37,2018
1511,1304110,47,36,2018
1512,1304140,57,68,2018
1513,1304170,44,29,2018
1514,1304200,41,29,2018
1515,1304220,32,22,2018
1516,1304260,32,37,2018
1517,1304320,54,67,2018
1518,1304350,17,7,2018
1519,1304380,25,14,2018
1520,1304410,34,24,2018
1521,1304440,46,39,2018
1522,1304470,42,32,2018
1523,1304500,37,47,2018
1524,1304530,37,37,2018
1525,1304540,37,32,2018
1526,1304560,42,42,2018
1527,1304620,22,23,2018
1528,1304770,32,32,2018
1529,1304800,37,17,2018
1530,1304830,27,27,2018
1531,1304860,17,12,2018
1532,1304890,35,26,2018
1533,1304950,27,21,2018
1534,1304980,40,38,2018
1535,1305040,22,12,2018
1536,1305070,52,52,2018
1537,1305100,37,17,2018
1538,1305130,47,47,2018
1539,1305190,17,7,2018
1540,1305220,15,17,2018
1541,1305250,62,57,2018
1542,1305280,49,24,2018
1543,1305310,32,29,2018
1544,1305340,47,33,2018
1545,1305370,39,30,2018
1546,1305390,47,44,2018
1547,1305430,46,47,2018
1548,1305460,34,27,2018
1549,1305490,32,21,2018
1550,1305550,34,28,2018
1551,1305580,30,24,2018
1552,1305640,17,12,2018
1553,1305670,52,56,2018
1554,1305700,42,36,2018
1555,1305760,37,37,2018
1556,1305790,32,17,2018
1557,1305850,32,24,2018
1558,1500030,60,32,2018
1559,1600001,57,17,2018
1560,1600002,57,37,2018
1561,1600003,84,54,2018
1562,1600004,62,27,2018
1563,1600007,84,64,2018
1564,1600010,69,69,2018
1565,1600011,67,22,2018
1566,1600015,69,49,2018
1567,1600030,44,15,2018
1568,1600060,27,7,2018
1569,1600139,57,17,2018
1570,1600140,84,54,2018
1571,1600141,84,15,2018
1572,1600144,47,7,2018
1573,1600155,52,17,2018
1574,1600156,84,44,2018
1575,1600165,54,15,2018
1576,1600169,69,30,2018
1577,1600171,54,24,2018
1578,1600172,84,24,2018
1579,1600240,57,37,2018
1580,1600270,52,22,2018
1581,1600300,62,37,2018
1582,1600360,62,45,2018
1583,1600420,52,12,2018
1584,1600480,42,22,2018
1585,1600490,49,30,2018
1586,1600510,40,17,2018
1587,1600600,58,28,2018
1588,1600660,48,21,2018
1589,1600720,49,30,2018
1590,1600780,64,28,2018
1591,1600810,69,49,2018
1592,1600840,49,30,2018
1593,1600900,69,49,2018
1594,1600930,53,25,2018
1595,1600960,72,32,2018
1596,1601020,52,27,2018
1597,1601050,52,17,2018
1598,1601080,42,37,2018
1599,1601110,57,27,2018
1600,1601140,62,22,2018
1601,1601170,69,49,2018
1602,1601200,69,49,2018
1603,1601230,44,15,2018
1604,1601260,57,17,2018
1605,1601290,84,44,2018
1606,1601410,69,49,2018
1607,1601470,52,12,2018
1608,1601500,69,30,2018
1609,1601530,56,37,2018
1610,1601570,55,32,2018
1611,1601590,47,17,2018
1612,1601620,54,15,2018
1613,1601650,52,27,2018
1614,1601680,69,30,2018
1615,1601710,77,47,2018
1616,1601770,53,26,2018
1617,1601800,66,37,2018
1618,1601860,58,29,2018
1619,1601920,52,37,2018
1620,1601950,62,37,2018
1621,1602070,57,32,2018
1622,1602100,68,46,2018
1623,1602130,60,34,2018
1624,1602190,42,17,2018
1625,1602220,72,52,2018
1626,1602250,47,22,2018
1627,1602340,56,24,2018
1628,1602370,52,17,2018
1629,1602460,54,34,2018
1630,1602490,67,42,2018
1631,1602520,52,22,2018
1632,1602550,57,22,2018
1633,1602580,32,12,2018
1634,1602640,66,39,2018
1635,1602670,70,34,2018
1636,1602700,54,24,2018
1637,1602790,74,34,2018
1638,1602850,72,32,2018
1639,1602910,42,22,2018
1640,1602940,34,15,2018
1641,1602970,47,22,2018
1642,1603000,64,44,2018
1643,1603060,77,22,2018
1644,1603090,67,47,2018
1645,1603180,37,12,2018
1646,1603240,61,32,2018
1647,1603270,34,15,2018
1648,1603300,49,30,2018
1649,1603330,62,32,2018
1650,1603400,54,34,2018
1651,1603420,74,64,2018
1652,1700001,34,44,2018
1653,1700002,17,27,2018
1654,1700003,44,34,2018
1655,1700004,44,24,2018
1656,1700005,42,37,2018
1657,1700007,24,34,2018
1658,1700014,34,15,2018
1659,1700041,52,37,2018
1660,1700044,27,22,2018
1661,1700092,22,12,2018
1662,1700102,30,30,2018
1663,1700106,24,15,2018
1664,1700109,34,34,2018
1665,1700110,7,7,2018
1666,1700114,24,15,2018
1667,1700115,24,15,2018
1668,1700123,27,17,2018
1669,1700125,27,17,2018
1670,1700126,24,24,2018
1671,1700153,24,15,2018
1672,1700176,44,15,2018
1673,1700184,15,15,2018
1674,1700217,24,15,2018
1675,1700310,22,7,2018
1676,1700314,54,24,2018
1677,1700320,22,22,2018
1678,1700321,54,34,2018
1679,1700324,34,44,2018
1680,1700326,52,32,2018
1681,1700332,17,12,2018
1682,1701384,22,22,2018
1683,1701387,34,34,2018
1684,1701390,34,24,2018
1685,1701395,37,32,2018
1686,1701397,32,27,2018
1687,1701400,42,37,2018
1688,1701403,32,22,2018
1689,1701410,22,27,2018
1690,1701416,54,34,2018
1691,1701418,22,12,2018
1692,1701422,24,15,2018
1693,1701433,37,22,2018
1694,1703300,34,34,2018
1695,1703510,32,37,2018
1696,1703600,31,25,2018
1697,1703660,30,30,2018
1698,1703690,32,22,2018
1699,1703780,27,17,2018
1700,1703870,51,45,2018
1701,1703960,24,15,2018
1702,1703990,37,17,2018
1703,1704020,24,29,2018
1704,1704170,54,53,2018
1705,1704230,24,15,2018
1706,1704260,32,27,2018
1707,1704380,24,24,2018
1708,1704470,42,42,2018
1709,1704620,37,22,2018
1710,1704680,13,13,2018
1711,1704710,26,21,2018
1712,1704770,42,47,2018
1713,1704920,46,42,2018
1714,1705050,67,64,2018
1715,1705220,55,59,2018
1716,1705310,17,7,2018
1717,1705430,32,22,2018
1718,1705460,49,30,2018
1719,1705640,32,27,2018
1720,1705790,32,26,2018
1721,1705820,24,15,2018
1722,1705970,22,22,2018
1723,1706120,27,22,2018
1724,1706420,18,11,2018
1725,1706480,35,30,2018
1726,1706540,24,20,2018
1727,1706960,33,24,2018
1728,1707050,22,20,2018
1729,1707200,44,54,2018
1730,1707650,37,37,2018
1731,1707770,24,15,2018
1732,1707830,52,42,2018
1733,1707950,15,24,2018
1734,1708010,52,42,2018
1735,1708160,54,34,2018
1736,1708220,34,24,2018
1737,1708250,15,15,2018
1738,1708280,37,27,2018
1739,1708370,42,42,2018
1740,1708400,45,45,2018
1741,1708430,42,42,2018
1742,1708460,27,32,2018
1743,1708500,22,12,2018
1744,1708550,37,33,2018
1745,1708610,34,64,2018
1746,1708640,52,52,2018
1747,1709100,32,17,2018
1748,1709300,27,17,2018
1749,1709330,24,34,2018
1750,1709400,15,15,2018
1751,1709420,40,39,2018
1752,1709600,42,32,2018
1753,1709810,24,15,2018
1754,1709930,25,25,2018
1755,1710240,30,30,2018
1756,1710290,30,49,2018
1757,1710410,37,42,2018
1758,1710440,32,17,2018
1759,1710530,37,32,2018
1760,1710570,24,24,2018
1761,1710650,27,24,2018
1762,1710740,47,47,2018
1763,1710790,32,17,2018
1764,1710800,27,22,2018
1765,1710820,17,17,2018
1766,1710830,49,49,2018
1767,1711100,24,15,2018
1768,1711250,26,13,2018
1769,1711370,53,53,2018
1770,1711610,44,24,2018
1771,1711790,17,10,2018
1772,1711850,17,12,2018
1773,1711880,47,37,2018
1774,1712000,32,22,2018
1775,1712060,34,34,2018
1776,1712240,30,49,2018
1777,1712330,37,27,2018
1778,1712570,51,56,2018
1779,1712700,66,70,2018
1780,1712720,17,22,2018
1781,1712760,22,22,2018
1782,1712810,34,24,2018
1783,1712870,32,42,2018
1784,1712930,24,24,2018
1785,1712990,22,12,2018
1786,1713050,54,44,2018
1787,1713230,27,22,2018
1788,1713290,37,22,2018
1789,1713320,4,2,2018
1790,1713500,32,32,2018
1791,1713530,51,43,2018
1792,1713560,37,32,2018
1793,1713710,29,28,2018
1794,1713860,34,15,2018
1795,1713920,62,62,2018
1796,1713940,33,32,2018
1797,1713970,64,64,2018
1798,1714050,44,44,2018
1799,1714100,22,27,2018
1800,1714350,44,34,2018
1801,1714430,57,52,2018
1802,1714490,56,51,2018
1803,1714580,32,32,2018
1804,1715030,32,29,2018
1805,1715100,37,42,2018
1806,1715180,34,44,2018
1807,1715400,32,17,2018
1808,1715490,44,34,2018
1809,1715840,42,42,2018
1810,1715880,24,15,2018
1811,1715900,27,17,2018
1812,1716020,30,30,2018
1813,1716050,44,44,2018
1814,1716080,27,22,2018
1815,1716140,24,15,2018
1816,1716260,34,24,2018
1817,1716350,42,37,2018
1818,1716380,61,61,2018
1819,1716410,32,27,2018
1820,1716680,47,37,2018
1821,1716830,46,43,2018
1822,1717280,21,12,2018
1823,1717340,36,35,2018
1824,1717370,34,34,2018
1825,1717550,54,47,2018
1826,1717670,49,30,2018
1827,1717730,42,32,2018
1828,1718030,32,27,2018
1829,1718060,24,24,2018
1830,1718180,24,24,2018
1831,1718200,24,15,2018
1832,1718240,30,18,2018
1833,1718270,27,12,2018
1834,1718420,17,17,2018
1835,1718510,32,27,2018
1836,1718810,42,37,2018
1837,1718840,37,42,2018
1838,1718870,27,22,2018
1839,1718990,37,37,2018
1840,1719080,73,67,2018
1841,1719200,27,22,2018
1842,1719260,42,42,2018
1843,1719320,67,63,2018
1844,1719560,39,29,2018
1845,1719620,61,54,2018
1846,1719660,37,27,2018
1847,1719830,52,52,2018
1848,1719920,49,30,2018
1849,1719960,37,37,2018
1850,1719970,37,32,2018
1851,1720170,32,27,2018
1852,1720180,17,12,2018
1853,1720280,27,22,2018
1854,1720380,32,27,2018
1855,1720430,42,32,2018
1856,1720490,42,27,2018
1857,1720550,32,22,2018
1858,1720610,24,20,2018
1859,1720760,12,7,2018
1860,1720790,49,30,2018
1861,1721000,27,17,2018
1862,1721300,24,15,2018
1863,1721390,32,32,2018
1864,1721680,49,49,2018
1865,1721780,75,70,2018
1866,1721840,48,48,2018
1867,1721900,60,59,2018
1868,1722110,38,23,2018
1869,1722130,27,17,2018
1870,1722150,22,12,2018
1871,1722300,34,24,2018
1872,1722500,59,55,2018
1873,1722530,44,34,2018
1874,1722620,44,34,2018
1875,1722710,30,49,2018
1876,1722740,26,26,2018
1877,1722770,34,24,2018
1878,1722830,74,73,2018
1879,1722950,32,22,2018
1880,1723050,32,27,2018
1881,1723070,57,59,2018
1882,1723200,57,57,2018
1883,1723250,12,12,2018
1884,1723350,49,45,2018
1885,1723880,59,58,2018
1886,1723920,47,37,2018
1887,1724060,67,67,2018
1888,1724090,47,49,2018
1889,1724390,32,22,2018
1890,1724480,46,39,2018
1891,1724570,42,47,2018
1892,1724600,32,22,2018
1893,1724650,15,15,2018
1894,1724750,42,32,2018
1895,1724870,32,32,2018
1896,1724940,52,42,2018
1897,1725000,32,22,2018
1898,1725050,32,27,2018
1899,1725320,35,30,2018
1900,1725590,34,24,2018
1901,1725650,27,27,2018
1902,1725690,47,37,2018
1903,1725770,57,47,2018
1904,1726180,32,17,2018
1905,1726340,43,30,2018
1906,1726400,30,27,2018
1907,1726430,7,7,2018
1908,1726550,52,47,2018
1909,1726640,37,37,2018
1910,1726710,34,24,2018
1911,1726760,30,30,2018
1912,1726800,62,62,2018
1913,1726880,15,8,2018
1914,1727180,44,24,2018
1915,1727290,34,24,2018
1916,1727300,44,34,2018
1917,1727360,22,12,2018
1918,1727390,52,37,2018
1919,1727450,30,30,2018
1920,1727570,39,34,2018
1921,1727610,27,22,2018
1922,1727710,67,69,2018
